(1) P(Spam, all words)
P('Subject:'|Spam) = 0.0016566137116642596
P('"'|Ham) = 0.017930696305982347
P('amy'|Ham) = 1.1803309648025306e-05
P('sheldon'|Ham) = 1.1803309648025306e-05
P('('|Ham) = 0.018306636155606407
P('asheldon'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('vx'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('ac'|Ham) = 0.0006211180124223603
P('.'|Ham) = 0.07358613926119648
P('umn'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('edu'|Ham) = 0.0015037593984962407
P(')'|Ham) = 0.018976789800588426
P(':'|Ham) = 0.016508662961752206
P('"'|Ham) = 0.017930696305982347
P('interest'|Ham) = 0.0017489375612945407
P('learn'|Ham) = 0.0006047728015691402
P('daughter'|Ham) = 1.6345210853220006e-05
P('never'|Ham) = 0.00037593984962406017
P('acquire'|Ham) = 0.00016345210853220007
P('pronunciation'|Ham) = 4.903563255966002e-05
P('3'|Ham) = 0.0017816279830009808
P('adult'|Ham) = 0.00014710689767898007
P('home'|Ham) = 0.00011441647597254005
P(','|Ham) = 0.06333769205622752
P('differ'|Ham) = 0.00011441647597254005
P(','|Ham) = 0.06333769205622752
P('assume'|Ham) = 0.00021248774109186008
P(','|Ham) = 0.06333769205622752
P('local'|Ham) = 0.00013076168682576005
P('dialect'|Ham) = 0.0005720823798627002
P('.'|Ham) = 0.07358613926119648
P('add'|Ham) = 0.00016345210853220007
P('our'|Ham) = 0.0013893429225237005
P('9'|Ham) = 0.0003595946387708401
P('&'|Ham) = 0.0008989865969271004
P('12'|Ham) = 0.0004576659038901602
P('old'|Ham) = 0.00031055900621118014
P('father'|Ham) = 4.903563255966002e-05
P(''s'|Ham) = 0.004985289310232102
P('quebec'|Ham) = 8.172605426610003e-05
P('french'|Ham) = 0.0007028440666884603
P('pronunciation'|Ham) = 4.903563255966002e-05
P('translation'|Ham) = 0.0006047728015691402
P('speech'|Ham) = 0.0007028440666884603
P('occasion'|Ham) = 4.903563255966002e-05
P('speech'|Ham) = 0.0007028440666884603
P('form'|Ham) = 0.0012422360248447205
P('/'|Ham) = 0.006423667865315463
P('usage'|Ham) = 9.807126511932004e-05
P(','|Ham) = 0.06333769205622752
P('seem'|Ham) = 0.0010951291271657404
P('rid'|Ham) = 1.1803309648025306e-05
P('learn'|Ham) = 0.0006047728015691402
P('local'|Ham) = 0.00013076168682576005
P('dialect'|Ham) = 0.0005720823798627002
P('.'|Ham) = 0.07358613926119648
P(','|Ham) = 0.06333769205622752
P('speech'|Ham) = 0.0007028440666884603
P('persist'|Ham) = 1.6345210853220006e-05
P('theirs'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('recently'|Ham) = 0.00017979731938542006
P('ask'|Ham) = 0.0007682249101013403
P('daddy'|Ham) = 1.1803309648025306e-05
P('foreign'|Ham) = 0.0002615233736515201
P('accent'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
P('n't'|Ham) = 0.0014383785550833605
P('.'|Ham) = 0.07358613926119648
P('must'|Ham) = 0.0006211180124223603
P('admit'|Ham) = 4.903563255966002e-05
P(','|Ham) = 0.06333769205622752
P('stop'|Ham) = 0.00013076168682576005
P('second'|Ham) = 0.0005720823798627002
P('before'|Ham) = 0.00040863027133050016
P('realize'|Ham) = 8.172605426610003e-05
P('indeed'|Ham) = 0.00014710689767898007
P('accent'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('reflection'|Ham) = 6.538084341288002e-05
P(','|Ham) = 0.06333769205622752
P('our'|Ham) = 0.0013893429225237005
P('kid'|Ham) = 1.1803309648025306e-05
P('admit'|Ham) = 4.903563255966002e-05
P('too'|Ham) = 0.0002778685845047401
P('.'|Ham) = 0.07358613926119648
P('sense'|Ham) = 0.00037593984962406017
P('n't'|Ham) = 0.0014383785550833605
P('minute'|Ham) = 0.00014710689767898007
P('minute'|Ham) = 0.00014710689767898007
P('basis'|Ham) = 0.0002451781627983001
P('speak'|Ham) = 0.0011278195488721805
P('differently'|Ham) = 3.269042170644001e-05
P('us'|Ham) = 0.0008009153318077803
P(','|Ham) = 0.06333769205622752
P('though'|Ham) = 0.0004740111147433802
P('certain'|Ham) = 0.0002451781627983001
P('pronunciation'|Ham) = 4.903563255966002e-05
P('translation'|Ham) = 0.0006047728015691402
P('occasion'|Ham) = 4.903563255966002e-05
P('strike'|Ham) = 6.538084341288002e-05
P('us'|Ham) = 0.0008009153318077803
P('noticeably'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P(''d'|Ham) = 0.0002451781627983001
P('imagine'|Ham) = 0.00011441647597254005
P('student'|Ham) = 0.0013403072899640406
P('class'|Ham) = 0.0005230467473030402
P('nonnative'|Ham) = 1.1803309648025306e-05
P('teacher'|Ham) = 0.00037593984962406017
P('muight'|Ham) = 1.1803309648025306e-05
P('same'|Ham) = 0.0005720823798627002
P('perception'|Ham) = 9.807126511932004e-05
P(','|Ham) = 0.06333769205622752
P('esp'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('teacher'|Ham) = 0.00037593984962406017
P('fluent'|Ham) = 0.00013076168682576005
P('english'|Ham) = 0.002190258254331481
P(','|Ham) = 0.06333769205622752
P('although'|Ham) = 0.00034324942791762013
P('accent'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('apply'|Ham) = 0.0009970578620464203
P('linguistics'|Ham) = 0.002419091206276561
P('"'|Ham) = 0.017930696305982347
P('example'|Ham) = 0.0011441647597254005
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('reference'|Ham) = 0.0009153318077803204
P('discussion'|Ham) = 0.0006211180124223603
P('yield'|Ham) = 9.807126511932004e-05
P('far'|Ham) = 0.00042497548218372016
P('contribute'|Ham) = 0.00019614253023864008
P('catherine'|Ham) = 1.6345210853220006e-05
P('doughty'|Ham) = 1.1803309648025306e-05
P('susan'|Ham) = 3.269042170644001e-05
P('ervin'|Ham) = 1.1803309648025306e-05
P('-'|Ham) = 0.03229813664596273
P('tripp'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('catherine'|Ham) = 1.6345210853220006e-05
P('doughty'|Ham) = 1.1803309648025306e-05
P('('|Ham) = 0.018306636155606407
P('catherine'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('doughty'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('linguistics'|Ham) = 0.002419091206276561
P('.'|Ham) = 0.07358613926119648
P('su'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('edu'|Ham) = 0.0015037593984962407
P('.'|Ham) = 0.07358613926119648
P('au'|Ham) = 0.00014710689767898007
P(')'|Ham) = 0.018976789800588426
P(':'|Ham) = 0.016508662961752206
P('"'|Ham) = 0.017930696305982347
P('ability'|Ham) = 0.00021248774109186008
P('"'|Ham) = 0.017930696305982347
P('affect'|Ham) = 8.172605426610003e-05
P('phonology'|Ham) = 0.0005067015364498202
P('"'|Ham) = 0.017930696305982347
P('seem'|Ham) = 0.0010951291271657404
P('earliest'|Ham) = 1.6345210853220006e-05
P('thing'|Ham) = 0.0005557371690094802
P('term'|Ham) = 0.0008989865969271004
P('maturational'|Ham) = 1.1803309648025306e-05
P('constraint'|Ham) = 0.0002288329519450801
P('language'|Ham) = 0.008385093167701863
P('acquisition'|Ham) = 0.0004740111147433802
P('-'|Ham) = 0.03229813664596273
P('-'|Ham) = 0.03229813664596273
P('work'|Ham) = 0.0025661981039555412
P('johnson'|Ham) = 3.269042170644001e-05
P('&'|Ham) = 0.0008989865969271004
P('newport'|Ham) = 1.1803309648025306e-05
P('1989'|Ham) = 0.00013076168682576005
P('cognitive'|Ham) = 0.0004740111147433802
P('psychology'|Ham) = 0.00017979731938542006
P('21'|Ham) = 0.0002288329519450801
P('.'|Ham) = 0.07358613926119648
P('j'|Ham) = 0.0004903563255966002
P('&'|Ham) = 0.0008989865969271004
P('n'|Ham) = 0.0006374632232755802
P('set'|Ham) = 0.0002615233736515201
P('age'|Ham) = 8.172605426610003e-05
P('begin'|Ham) = 0.00029421379535796014
P('decline'|Ham) = 1.1803309648025306e-05
P('5'|Ham) = 0.0008336057535142204
P('6'|Ham) = 0.00039228506047728017
P('.'|Ham) = 0.07358613926119648
P('another'|Ham) = 0.0005720823798627002
P('interest'|Ham) = 0.0017489375612945407
P('case'|Ham) = 0.0009643674403399803
P('analogous'|Ham) = 1.6345210853220006e-05
P('case'|Ham) = 0.0009643674403399803
P('simon'|Ham) = 1.1803309648025306e-05
P('profoundly'|Ham) = 1.1803309648025306e-05
P('deaf'|Ham) = 0.00011441647597254005
P('child'|Ham) = 0.0005720823798627002
P('profoundly'|Ham) = 1.1803309648025306e-05
P('deaf'|Ham) = 0.00011441647597254005
P('parent'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('simon'|Ham) = 1.1803309648025306e-05
P(''s'|Ham) = 0.004985289310232102
P('parent'|Ham) = 1.6345210853220006e-05
P('late'|Ham) = 0.0002615233736515201
P('acquirer'|Ham) = 1.1803309648025306e-05
P('asl'|Ham) = 6.538084341288002e-05
P('('|Ham) = 0.018306636155606407
P('learn'|Ham) = 0.0006047728015691402
P('age'|Ham) = 8.172605426610003e-05
P('16'|Ham) = 0.0002615233736515201
P('&'|Ham) = 0.0008989865969271004
P('15'|Ham) = 0.0006047728015691402
P(')'|Ham) = 0.018976789800588426
P('provide'|Ham) = 0.0005884275907159203
P('non-native'|Ham) = 1.1803309648025306e-05
P('different'|Ham) = 0.0007682249101013403
P('version'|Ham) = 0.0002451781627983001
P('asl'|Ham) = 6.538084341288002e-05
P('child'|Ham) = 0.0005720823798627002
P('.'|Ham) = 0.07358613926119648
P('source'|Ham) = 0.00044132069303694016
P('input'|Ham) = 3.269042170644001e-05
P(','|Ham) = 0.06333769205622752
P('simon'|Ham) = 1.1803309648025306e-05
P('"'|Ham) = 0.017930696305982347
P('normal'|Ham) = 8.172605426610003e-05
P('"'|Ham) = 0.017930696305982347
P('school'|Ham) = 0.0008989865969271004
P('where'|Ham) = 0.0009970578620464203
P('one'|Ham) = 0.0032200065380843415
P('asl'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P('simon'|Ham) = 1.1803309648025306e-05
P(''s'|Ham) = 0.004985289310232102
P('asl'|Ham) = 6.538084341288002e-05
P('comparable'|Ham) = 1.6345210853220006e-05
P('asl'|Ham) = 6.538084341288002e-05
P('child'|Ham) = 0.0005720823798627002
P('learn'|Ham) = 0.0006047728015691402
P('asl'|Ham) = 6.538084341288002e-05
P('native'|Ham) = 0.00034324942791762013
P('signer'|Ham) = 1.6345210853220006e-05
P('-'|Ham) = 0.03229813664596273
P('-'|Ham) = 0.03229813664596273
P('e'|Ham) = 0.0016508662961752206
P('.'|Ham) = 0.07358613926119648
P('g'|Ham) = 0.0006864988558352403
P('.'|Ham) = 0.07358613926119648
P(','|Ham) = 0.06333769205622752
P('nativelike'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P('('|Ham) = 0.018306636155606407
P('singleton'|Ham) = 1.1803309648025306e-05
P('1989'|Ham) = 0.00013076168682576005
P('dissertation'|Ham) = 0.0002778685845047401
P(')'|Ham) = 0.018976789800588426
P('.'|Ham) = 0.07358613926119648
P('susan'|Ham) = 3.269042170644001e-05
P('ervin'|Ham) = 1.1803309648025306e-05
P('-'|Ham) = 0.03229813664596273
P('tripp'|Ham) = 1.1803309648025306e-05
P('('|Ham) = 0.018306636155606407
P('ervin-tr'|Ham) = 1.1803309648025306e-05
P('@'|Ham) = 0.002598888525661981
P('cogscus'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('berkeley'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
P('edu'|Ham) = 0.0015037593984962407
P(')'|Ham) = 0.018976789800588426
P(':'|Ham) = 0.016508662961752206
P('"'|Ham) = 0.017930696305982347
P('nearly'|Ham) = 6.538084341288002e-05
P('impossible'|Ham) = 4.903563255966002e-05
P('child'|Ham) = 0.0005720823798627002
P('influence'|Ham) = 0.00021248774109186008
P('accent'|Ham) = 0.00016345210853220007
P('grade'|Ham) = 8.172605426610003e-05
P('school'|Ham) = 0.0008989865969271004
P('teacher'|Ham) = 0.00037593984962406017
P('unless'|Ham) = 4.903563255966002e-05
P('prestige'|Ham) = 9.807126511932004e-05
P('accent'|Ham) = 0.00016345210853220007
P('community'|Ham) = 0.00021248774109186008
P(','|Ham) = 0.06333769205622752
P('child'|Ham) = 0.0005720823798627002
P('.'|Ham) = 0.07358613926119648
P('labov'|Ham) = 1.1803309648025306e-05
P('show'|Ham) = 0.0005230467473030402
P('convincingly'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('kid'|Ham) = 1.1803309648025306e-05
P('accent'|Ham) = 0.00016345210853220007
P('peer'|Ham) = 1.6345210853220006e-05
P('.'|Ham) = 0.07358613926119648
P('hand'|Ham) = 0.0002451781627983001
P(','|Ham) = 0.06333769205622752
P('run'|Ham) = 0.00019614253023864008
P('report'|Ham) = 0.00037593984962406017
P('case'|Ham) = 0.0009643674403399803
P('child'|Ham) = 0.0005720823798627002
P('preserve'|Ham) = 3.269042170644001e-05
P('accent'|Ham) = 0.00016345210853220007
P('immigrant'|Ham) = 1.6345210853220006e-05
P('parent'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('unusual'|Ham) = 1.6345210853220006e-05
P('case'|Ham) = 0.0009643674403399803
P('socially'|Ham) = 1.6345210853220006e-05
P('isolate'|Ham) = 1.1803309648025306e-05
P('child'|Ham) = 0.0005720823798627002
P('.'|Ham) = 0.07358613926119648
P('example'|Ham) = 0.0011441647597254005
P(','|Ham) = 0.06333769205622752
P('clinical'|Ham) = 1.1803309648025306e-05
P('literature'|Ham) = 0.0006211180124223603
P('case'|Ham) = 0.0009643674403399803
P('8'|Ham) = 0.0002778685845047401
P('old'|Ham) = 0.00031055900621118014
P('immigrate'|Ham) = 1.6345210853220006e-05
P('3'|Ham) = 0.0017816279830009808
P(','|Ham) = 0.06333769205622752
P('still'|Ham) = 0.0005720823798627002
P('"'|Ham) = 0.017930696305982347
P('father'|Ham) = 4.903563255966002e-05
P(''s'|Ham) = 0.004985289310232102
P('accent'|Ham) = 0.00016345210853220007
P('"'|Ham) = 0.017930696305982347
P('.'|Ham) = 0.07358613926119648
P('psychoanalyze'|Ham) = 1.1803309648025306e-05
P('('|Ham) = 0.018306636155606407
P('!'|Ham) = 0.004135338345864661
P(')'|Ham) = 0.018976789800588426
P('lose'|Ham) = 0.00013076168682576005
P('accent'|Ham) = 0.00016345210853220007
P(','|Ham) = 0.06333769205622752
P('speak'|Ham) = 0.0011278195488721805
P('peer'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('become'|Ham) = 0.0004903563255966002
P('able'|Ham) = 0.0002288329519450801
P('mimic'|Ham) = 1.1803309648025306e-05
P('accent'|Ham) = 0.00016345210853220007
P('.'|Ham) = 0.07358613926119648
P('buxbaum'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('psychoanalytic'|Ham) = 1.1803309648025306e-05
P('quarterly'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('18'|Ham) = 0.0002778685845047401
P(','|Ham) = 0.06333769205622752
P('279-289'|Ham) = 1.1803309648025306e-05
P('('|Ham) = 0.018306636155606407
P('1949'|Ham) = 1.1803309648025306e-05
P(')'|Ham) = 0.018976789800588426
P('.'|Ham) = 0.07358613926119648
P('"'|Ham) = 0.017930696305982347
P('-'|Ham) = 0.03229813664596273
P('-'|Ham) = 0.03229813664596273
P('victor'|Ham) = 4.903563255966002e-05
P('raskin'|Ham) = 6.538084341288002e-05
P('raskin'|Ham) = 6.538084341288002e-05
P('@'|Ham) = 0.002598888525661981
P('j'|Ham) = 0.0004903563255966002
P('.'|Ham) = 0.07358613926119648
P('cc'|Ham) = 9.807126511932004e-05
P('.'|Ham) = 0.07358613926119648
P('purdue'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P('edu'|Ham) = 0.0015037593984962407
P('professor'|Ham) = 0.0002288329519450801
P('english'|Ham) = 0.002190258254331481
P('linguistic'|Ham) = 0.0037757437070938217
P('('|Ham) = 0.018306636155606407
P('317'|Ham) = 1.6345210853220006e-05
P(')'|Ham) = 0.018976789800588426
P('494-3782'|Ham) = 1.6345210853220006e-05
P('chair'|Ham) = 0.00021248774109186008
P(','|Ham) = 0.06333769205622752
P('interdepartmental'|Ham) = 6.538084341288002e-05
P('program'|Ham) = 0.0014056881333769206
P('linguistic'|Ham) = 0.0037757437070938217
P('494-3780'|Ham) = 1.6345210853220006e-05
P('fax'|Ham) = 0.0008336057535142204
P('coordinator'|Ham) = 4.903563255966002e-05
P(','|Ham) = 0.06333769205622752
P('natural'|Ham) = 0.00042497548218372016
P('language'|Ham) = 0.008385093167701863
P('process'|Ham) = 0.00040863027133050016
P('laboratory'|Ham) = 0.00011441647597254005
P('purdue'|Ham) = 6.538084341288002e-05
P('university'|Ham) = 0.004347826086956522
P('w'|Ham) = 0.00011441647597254005
P('.'|Ham) = 0.07358613926119648
P('lafayette'|Ham) = 1.6345210853220006e-05
P(','|Ham) = 0.06333769205622752
P('47907'|Ham) = 1.6345210853220006e-05
P('u'|Ham) = 0.0007845701209545603
P('.'|Ham) = 0.07358613926119648
P('s'|Ham) = 0.0014220333442301406
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
log P(Ham, all words) = -3621.7037208608585



Conclusion: This message is classified as Ham
