(1) P(Spam, all words)
P('Subject:'|Spam) = 0.0016566137116642596
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('.'|Ham) = 0.07358613926119648
P('please'|Ham) = 0.0011605099705786204
P('ship'|Ham) = 3.269042170644001e-05
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('copy'|Ham) = 0.0004576659038901602
P('internet'|Ham) = 0.00017979731938542006
P('sleuth'|Ham) = 1.1803309648025306e-05
P('report'|Ham) = 0.00037593984962406017
P('$'|Ham) = 0.0010460934946060804
P('19'|Ham) = 0.00013076168682576005
P('.'|Ham) = 0.07358613926119648
P('95'|Ham) = 9.807126511932004e-05
P('each'|Ham) = 0.0005067015364498202
P('plus'|Ham) = 9.807126511932004e-05
P('$'|Ham) = 0.0010460934946060804
P('3'|Ham) = 0.0017816279830009808
P('.'|Ham) = 0.07358613926119648
P('0'|Ham) = 0.0015201046093494606
P('ship'|Ham) = 3.269042170644001e-05
P('handle'|Ham) = 6.538084341288002e-05
P('['|Ham) = 0.0015364498202026806
P('$'|Ham) = 0.0010460934946060804
P('22'|Ham) = 8.172605426610003e-05
P('.'|Ham) = 0.07358613926119648
P('95'|Ham) = 9.807126511932004e-05
P(']'|Ham) = 0.0015201046093494606
P('signature'|Ham) = 4.903563255966002e-05
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('credit'|Ham) = 0.00016345210853220007
P('card'|Ham) = 4.903563255966002e-05
P('#'|Ham) = 9.807126511932004e-05
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('exp'|Ham) = 1.1803309648025306e-05
P('date'|Ham) = 0.00042497548218372016
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('ship'|Ham) = 3.269042170644001e-05
P(':'|Ham) = 0.016508662961752206
P('name'|Ham) = 0.0005557371690094802
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('address'|Ham) = 0.0008009153318077803
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('city'|Ham) = 0.00016345210853220007
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('state'|Ham) = 0.0007028440666884603
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('zip'|Ham) = 1.6345210853220006e-05
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('area'|Ham) = 0.0008499509643674403
P('code'|Ham) = 6.538084341288002e-05
P('home'|Ham) = 0.00011441647597254005
P('phone'|Ham) = 0.0003595946387708401
P('['|Ham) = 0.0015364498202026806
P(']'|Ham) = 0.0015201046093494606
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('fax'|Ham) = 0.0008336057535142204
P('#'|Ham) = 9.807126511932004e-05
P('['|Ham) = 0.0015364498202026806
P(']'|Ham) = 0.0015201046093494606
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('email'|Ham) = 0.00039228506047728017
P('address'|Ham) = 0.0008009153318077803
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('_'|Ham) = 0.013370382477933965
P('remove'|Ham) = 1.1803309648025306e-05
P('name'|Ham) = 0.0005557371690094802
P('our'|Ham) = 0.0013893429225237005
P('mail'|Ham) = 0.0004903563255966002
P('list'|Ham) = 0.0011278195488721805
P(','|Ham) = 0.06333769205622752
P('send'|Ham) = 0.0010787839163125205
P('us'|Ham) = 0.0008009153318077803
P('email'|Ham) = 0.00039228506047728017
P('remove'|Ham) = 1.1803309648025306e-05
P('subject'|Ham) = 0.0007191892775416802
P('line'|Ham) = 0.0002615233736515201
P('.'|Ham) = 0.07358613926119648
P('one'|Ham) = 0.0032200065380843415
P('offer'|Ham) = 0.00039228506047728017
P('hear'|Ham) = 0.0007518796992481203
P('us'|Ham) = 0.0008009153318077803
P('again'|Ham) = 0.00032690421706440013
P('!'|Ham) = 0.004135338345864661
P('tcps'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('inc'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P(','|Ham) = 0.06333769205622752
P('4718'|Ham) = 1.1803309648025306e-05
P('18th'|Ham) = 1.1803309648025306e-05
P('ave'|Ham) = 1.1803309648025306e-05
P('.'|Ham) = 0.07358613926119648
P(','|Ham) = 0.06333769205622752
P('suite'|Ham) = 3.269042170644001e-05
P('135'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('brooklyn'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('ny'|Ham) = 8.172605426610003e-05
P('11204'|Ham) = 1.1803309648025306e-05
P('office'|Ham) = 6.538084341288002e-05
P('['|Ham) = 0.0015364498202026806
P('718'|Ham) = 1.1803309648025306e-05
P(']'|Ham) = 0.0015201046093494606
P('287-3800'|Ham) = 1.1803309648025306e-05
P('fax'|Ham) = 0.0008336057535142204
P('['|Ham) = 0.0015364498202026806
P('718'|Ham) = 1.1803309648025306e-05
P(']'|Ham) = 0.0015201046093494606
P('462-5920'|Ham) = 1.1803309648025306e-05
P('24'|Ham) = 9.807126511932004e-05
P('hour'|Ham) = 0.00014710689767898007
P('['|Ham) = 0.0015364498202026806
P('9am'|Ham) = 1.1803309648025306e-05
P('10pm'|Ham) = 1.1803309648025306e-05
P('ny'|Ham) = 8.172605426610003e-05
P(']'|Ham) = 0.0015201046093494606
P('['|Ham) = 0.0015364498202026806
P('c'|Ham) = 0.0011932003922850605
P(']'|Ham) = 0.0015201046093494606
P('copyright'|Ham) = 1.6345210853220006e-05
P('1998'|Ham) = 1.1803309648025306e-05
P('tcps'|Ham) = 1.1803309648025306e-05
P(','|Ham) = 0.06333769205622752
P('inc'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
P('right'|Ham) = 0.0002288329519450801
P('reserve'|Ham) = 6.538084341288002e-05
P('.'|Ham) = 0.07358613926119648
log P(Ham, all words) = -3488.17131305



Conclusion: This message is classified as Spam
